x,y
1.460359180025071,-1.7495804869280893
0.44835522308771064,0.42391232374469834
1.5029576031872873,-1.3208015987475705
1.8096465115325815,1.5360299763013157
2.4719621917596504,-0.80116059397013206
2.8191700774792103,1.9356199140316412
0.32252872312722225,-1.1865822520348364
0.95494138697536324,-0.16715679423026622
3.0699738281224143,0.98614498593384015
0.3921367149592121,-0.48627417546917046
3.0271772620054844,1.6589846033381552
3.186336079365601,-0.54216375397646377
2.1238274905282863,-1.1577730088127773
1.1246331994257854,-0.14728000371785385
2.8626662893530144,2.2595323810841217
1.0074335395558385,-0.26128427072083471
2.9690827101294746,2.2648253242947249
2.4328172887855937,-0.57547967993122839
2.1273908493235325,-1.2417906493078115
0.47097233138174605,0.81126677171090056
1.8282512492272205,1.3920566776541132
2.5748604808616711,-0.90310120264947247
2.7283171236248092,0.66138637869873118
2.0438248544271094,-0.99715082262408317
2.5183688118857628,-0.79110192114580313
2.5008621650810983,-0.73705354842640758
1.1353041046218841,-0.15525002872386212
1.3126955181120967,-1.3720921862378752
1.4861785953804179,-1.5437266451497131
2.1738013318114646,-1.1109341889592179
0.81555895620914176,0.77170140226306194
3.1369100102160274,-0.033902734962485893
2.8262449533961731,1.984592752224726
1.0905489221779154,-0.125784339787337
0.73723932014086657,1.6711722038598493
1.6439426679781557,0.54005655624491455
0.84304173380511471,0.48686559983630051
3.0267669316209234,1.7350433994392604
3.1091847256565033,0.48348932239841491
1.7094436911582827,1.3678935000833101
2.5386459453009222,-0.80988034410873166
0.73550623272730897,1.6681563189200725
1.0089874654614728,-0.25738665672129007
2.6298666801792119,-0.51852704936963723
